Slice,Count,Total Area,Average Size,%Area,Mean,,Coupon
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m02_DAPI.tif,1180,0.532,4.51E-04,3.322,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m03_DAPI.tif,389,0.057,1.46E-04,0.354,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m04_DAPI.tif,117,0.103,8.85E-04,0.646,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m05_DAPI.tif,711,0.234,3.30E-04,1.464,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m06_DAPI.tif,732,0.176,2.40E-04,1.097,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m07_DAPI.tif,2102,0.756,3.60E-04,4.72,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m08_DAPI.tif,2802,0.847,3.02E-04,5.289,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m09_DAPI.tif,2424,0.767,3.16E-04,4.789,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m10_DAPI.tif,4736,1.368,2.89E-04,8.548,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m11_DAPI.tif,1536,0.737,4.80E-04,4.604,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m12_DAPI.tif,853,0.918,0.001,5.737,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m13_DAPI.tif,801,1.662,0.002,10.385,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m14_DAPI.tif,1336,0.256,1.92E-04,1.601,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m15_DAPI.tif,2819,0.65,2.31E-04,4.06,255,,Org
FK2021CL_(295)-Profundidad de enfoque extendida-01-Exportar imagen-35_m16_DAPI.tif,1439,0.318,2.21E-04,1.986,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m01_DAPI.tif,22403,4.826,2.15E-04,30.146,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m02_DAPI.tif,15511,2.952,1.90E-04,18.439,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m03_DAPI.tif,6209,0.956,1.54E-04,5.972,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m04_DAPI.tif,1982,0.521,2.63E-04,3.255,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m05_DAPI.tif,1703,1.092,6.41E-04,6.823,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m06_DAPI.tif,1199,0.217,1.81E-04,1.354,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m07_DAPI.tif,13571,9.034,6.66E-04,56.431,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m08_DAPI.tif,18796,2.631,1.40E-04,16.436,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m09_DAPI.tif,14263,2.983,2.09E-04,18.632,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m10_DAPI.tif,4770,0.765,1.60E-04,4.778,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m11_DAPI.tif,267,0.06,2.25E-04,0.375,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m12_DAPI.tif,1027,0.654,6.37E-04,4.085,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m13_DAPI.tif,422,0.137,3.24E-04,0.854,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m14_DAPI.tif,879,0.148,1.68E-04,0.923,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m15_DAPI.tif,2402,0.574,2.39E-04,3.587,255,,Org
FK2021CL_(298)-Profundidad de enfoque extendida-02-Exportar imagen-33_m16_DAPI.tif,8198,1.93,2.35E-04,12.054,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m01_DAPI.tif,6401,0.751,1.17E-04,4.689,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m02_DAPI.tif,6199,0.997,1.61E-04,6.225,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m03_DAPI.tif,7520,1.441,1.92E-04,9.002,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m04_DAPI.tif,10564,1.837,1.74E-04,11.474,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m05_DAPI.tif,6756,8.216,0.001,51.321,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m06_DAPI.tif,5665,2.053,3.62E-04,12.823,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m07_DAPI.tif,3075,0.562,1.83E-04,3.512,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m08_DAPI.tif,719,0.096,1.34E-04,0.601,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m09_DAPI.tif,305,0.038,1.25E-04,0.238,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m10_DAPI.tif,1137,0.12,1.06E-04,0.751,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m11_DAPI.tif,2414,0.331,1.37E-04,2.066,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m12_DAPI.tif,7511,6.395,8.51E-04,39.946,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m13_DAPI.tif,1121,0.126,1.12E-04,0.785,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m14_DAPI.tif,1102,0.099,8.95E-05,0.616,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m15_DAPI.tif,1132,0.058,5.13E-05,0.363,255,,Org
FK2021CL_(300)-Profundidad de enfoque extendida-04-Exportar imagen-34_m16_DAPI.tif,2242,0.104,4.64E-05,0.65,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m01_DAPI.tif,805,0.061,7.55E-05,0.38,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m02_DAPI.tif,2437,0.288,1.18E-04,1.8,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m03_DAPI.tif,4949,0.999,2.02E-04,6.242,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m04_DAPI.tif,5917,2.611,4.41E-04,16.311,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m05_DAPI.tif,6250,2.246,3.59E-04,14.029,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m06_DAPI.tif,5800,1.04,1.79E-04,6.495,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m07_DAPI.tif,5236,2.039,3.90E-04,12.739,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m08_DAPI.tif,5402,1.085,2.01E-04,6.777,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m09_DAPI.tif,4039,0.523,1.29E-04,3.264,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m10_DAPI.tif,5853,1.974,3.37E-04,12.333,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m11_DAPI.tif,5399,0.915,1.70E-04,5.716,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m12_DAPI.tif,6570,1.532,2.33E-04,9.571,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m13_DAPI.tif,8453,8.657,0.001,54.08,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m14_DAPI.tif,4893,1.17,2.39E-04,7.311,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m15_DAPI.tif,5565,1.22,2.19E-04,7.619,255,,Org
FK2021CL_(302)-Profundidad de enfoque extendida-05-Exportar imagen-31_m16_DAPI.tif,4834,1.206,2.50E-04,7.533,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m01_DAPI.tif,4637,0.457,9.86E-05,2.855,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m02_DAPI.tif,4502,0.45,1.00E-04,2.814,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m03_DAPI.tif,5936,0.985,1.66E-04,6.155,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m04_DAPI.tif,6185,2.837,4.59E-04,17.722,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m05_DAPI.tif,5486,2.382,4.34E-04,14.879,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m06_DAPI.tif,6336,2.931,4.63E-04,18.311,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m07_DAPI.tif,6891,2.775,4.03E-04,17.336,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m08_DAPI.tif,5708,1.336,2.34E-04,8.346,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m09_DAPI.tif,5863,2.141,3.65E-04,13.377,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m10_DAPI.tif,6181,3.036,4.91E-04,18.962,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m11_DAPI.tif,5937,2.742,4.62E-04,17.128,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m12_DAPI.tif,5427,3.71,6.84E-04,23.174,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m13_DAPI.tif,5616,5.957,0.001,37.214,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m14_DAPI.tif,5676,3.944,6.95E-04,24.639,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m15_DAPI.tif,5599,2.832,5.06E-04,17.692,255,,Org
FK2021CL_(304)-Profundidad de enfoque extendida-06-Exportar imagen-32_m16_DAPI.tif,5482,3.002,5.48E-04,18.754,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m01_DAPI.tif,7145,1.408,1.97E-04,8.796,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m02_DAPI.tif,7141,2.254,3.16E-04,14.08,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m03_DAPI.tif,6908,1.949,2.82E-04,12.175,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m04_DAPI.tif,5892,2.776,4.71E-04,17.338,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m05_DAPI.tif,4439,1.476,3.33E-04,9.22,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m06_DAPI.tif,6613,2.464,3.73E-04,15.392,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m07_DAPI.tif,6614,2.198,3.32E-04,13.732,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m08_DAPI.tif,5928,3.498,5.90E-04,21.852,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m09_DAPI.tif,5558,3.353,6.03E-04,20.943,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m10_DAPI.tif,5115,2.024,3.96E-04,12.646,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m11_DAPI.tif,5419,1.734,3.20E-04,10.83,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m12_DAPI.tif,5078,1.389,2.73E-04,8.674,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m13_DAPI.tif,5569,3.439,6.18E-04,21.481,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m14_DAPI.tif,6033,2.349,3.89E-04,14.673,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m15_DAPI.tif,6486,2.183,3.37E-04,13.635,255,,Org
FK2021CL_(306)-Profundidad de enfoque extendida-07-Exportar imagen-30_m16_DAPI.tif,5181,4.755,9.18E-04,29.702,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m01_DAPI.tif,4852,1.707,3.52E-04,10.664,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m02_DAPI.tif,2568,0.542,2.11E-04,3.385,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m03_DAPI.tif,4183,4.168,9.96E-04,26.036,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m04_DAPI.tif,5266,2.74,5.20E-04,17.119,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m05_DAPI.tif,4113,1.096,2.67E-04,6.847,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m06_DAPI.tif,3893,3.518,9.04E-04,21.975,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m07_DAPI.tif,4994,8.517,0.002,53.201,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m08_DAPI.tif,6828,2.466,3.61E-04,15.404,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m09_DAPI.tif,5204,3.052,5.86E-04,19.062,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m10_DAPI.tif,3095,2.114,6.83E-04,13.206,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m11_DAPI.tif,4803,3.181,6.62E-04,19.868,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m12_DAPI.tif,5333,3.534,6.63E-04,22.074,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m13_DAPI.tif,5035,3.221,6.40E-04,20.124,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m14_DAPI.tif,5159,3.513,6.81E-04,21.947,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m15_DAPI.tif,3485,4.95,0.001,30.921,255,,Org
FK2021CL_(308)-Profundidad de enfoque extendida-08-Exportar imagen-29_m16_DAPI.tif,4180,1.799,4.31E-04,11.24,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m01_DAPI.tif,1916,0.663,3.46E-04,4.144,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m02_DAPI.tif,3961,4.482,0.001,27.996,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m03_DAPI.tif,5264,3.037,5.77E-04,18.972,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m04_DAPI.tif,3874,5.832,0.002,36.43,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m05_DAPI.tif,4172,4.544,0.001,28.383,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m06_DAPI.tif,4034,3.545,8.79E-04,22.146,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m07_DAPI.tif,3629,6.202,0.002,38.744,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m08_DAPI.tif,4157,4.801,0.001,29.989,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m09_DAPI.tif,3619,6.652,0.002,41.555,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m10_DAPI.tif,3416,6.466,0.002,40.394,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m11_DAPI.tif,3354,2.234,6.66E-04,13.956,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m12_DAPI.tif,3483,2.25,6.46E-04,14.055,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m13_DAPI.tif,1493,0.938,6.29E-04,5.861,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m14_DAPI.tif,2230,2.86,0.001,17.868,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m15_DAPI.tif,2837,7.589,0.003,47.408,255,,Org
FK2021CL_(311)-Profundidad de enfoque extendida-09-Exportar imagen-28_m16_DAPI.tif,3801,4.723,0.001,29.506,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m01_DAPI.tif,3493,1.041,2.98E-04,6.5,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m02_DAPI.tif,3756,5.162,0.001,32.248,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m03_DAPI.tif,5397,3.528,6.54E-04,22.038,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m04_DAPI.tif,4637,7.682,0.002,47.988,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m05_DAPI.tif,5133,4.46,8.69E-04,27.858,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m06_DAPI.tif,4972,3.25,6.54E-04,20.301,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m07_DAPI.tif,4196,4.833,0.001,30.188,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m08_DAPI.tif,2956,0.718,2.43E-04,4.487,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m09_DAPI.tif,2302,2.859,0.001,17.859,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m10_DAPI.tif,3808,2.395,6.29E-04,14.958,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m11_DAPI.tif,3603,3.173,8.81E-04,19.818,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m12_DAPI.tif,4168,2.327,5.58E-04,14.538,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m13_DAPI.tif,2618,0.422,1.61E-04,2.638,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m14_DAPI.tif,1952,0.639,3.27E-04,3.991,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m15_DAPI.tif,1825,1.082,5.93E-04,6.756,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-27_m16_DAPI.tif,2596,0.66,2.54E-04,4.121,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m01_DAPI.tif,3493,1.041,2.98E-04,6.5,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m02_DAPI.tif,3756,5.162,0.001,32.248,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m03_DAPI.tif,5397,3.528,6.54E-04,22.038,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m04_DAPI.tif,4637,7.682,0.002,47.988,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m05_DAPI.tif,5133,4.46,8.69E-04,27.858,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m06_DAPI.tif,4972,3.25,6.54E-04,20.301,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m07_DAPI.tif,4196,4.833,0.001,30.188,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m08_DAPI.tif,2956,0.718,2.43E-04,4.487,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m09_DAPI.tif,2302,2.859,0.001,17.859,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m10_DAPI.tif,3808,2.395,6.29E-04,14.958,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m11_DAPI.tif,3603,3.173,8.81E-04,19.818,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m12_DAPI.tif,4168,2.327,5.58E-04,14.538,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m13_DAPI.tif,2618,0.422,1.61E-04,2.638,255,,Org
FK2021CL_(312)-Profundidad de enfoque extendida-10-Exportar imagen-28_m14_DAPI.tif,1952,0.639,3.27E-04,3.991,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m01_DAPI.tif,1825,0.726,3.98E-04,4.537,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m02_DAPI.tif,2967,0.99,3.34E-04,6.183,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m03_DAPI.tif,2381,0.737,3.10E-04,4.606,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m04_DAPI.tif,3993,8.396,0.002,52.448,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m05_DAPI.tif,4028,4.546,0.001,28.395,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m06_DAPI.tif,4168,2.316,5.56E-04,14.465,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m07_DAPI.tif,4216,10.516,0.002,65.693,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m08_DAPI.tif,2553,2.625,0.001,16.395,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m09_DAPI.tif,1949,0.71,3.64E-04,4.433,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m10_DAPI.tif,3635,1.786,4.92E-04,11.159,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m11_DAPI.tif,4241,1.2,2.83E-04,7.496,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m12_DAPI.tif,4340,5.905,0.001,36.89,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m13_DAPI.tif,3439,11.823,0.003,73.858,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m14_DAPI.tif,3171,1.297,4.09E-04,8.101,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m15_DAPI.tif,3703,10.438,0.003,65.207,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-26_m16_DAPI.tif,5377,9.217,0.002,57.577,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m01_DAPI.tif,1825,0.726,3.98E-04,4.537,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m02_DAPI.tif,2967,0.99,3.34E-04,6.183,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m03_DAPI.tif,2381,0.737,3.10E-04,4.606,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m04_DAPI.tif,3993,8.396,0.002,52.448,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m05_DAPI.tif,4028,4.546,0.001,28.395,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m06_DAPI.tif,4168,2.316,5.56E-04,14.465,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m07_DAPI.tif,4216,10.516,0.002,65.693,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m08_DAPI.tif,2553,2.625,0.001,16.395,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m09_DAPI.tif,1949,0.71,3.64E-04,4.433,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m10_DAPI.tif,3635,1.786,4.92E-04,11.159,255,,Org
FK2021CL_(313)-Profundidad de enfoque extendida-11-Exportar imagen-27_m11_DAPI.tif,4241,1.2,2.83E-04,7.496,255,,Org
